Customer,State,Customer Lifetime Value,Response,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Month,Day Of Week
FT24768,California,6508.759916,No,1,Bachelor,,M,60188,0,Married,84,15,49,3,4,Personal Auto,Personal L3,Offer1,Agent,333.423827,Four-Door Car,1,2,3
OM92482,Arizona,4834.397455,No,0,Bachelor,,M,11698,1,Married,65,4,38,0,3,Personal Auto,Personal L2,Offer2,Branch,468.0,Four-Door Car,2,2,2
IZ47097,Arizona,2927.216278,No,0,Master,,F,76850,1,Married,72,8,84,0,1,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,1,2,3
KQ49890,Oregon,5924.667902,No,0,High School or Below,,M,78387,0,Married,74,5,1,0,6,Corporate Auto,Corporate L3,Offer2,Agent,204.090644,Four-Door Car,1,1,1
XB15703,California,15262.95878,No,1,Bachelor,,M,80757,0,Married,128,9,14,0,2,Personal Auto,Personal L1,Offer2,Agent,339.73717,SUV,1,1,1
GR31499,Oregon,2541.627614,No,0,Master,,F,23692,1,Married,65,26,27,2,1,Personal Auto,Personal L3,Offer3,Agent,312.0,Two-Door Car,1,1,2
No59551,California,4904.894731,Yes,1,College,,F,12902,1,Divorced,139,3,51,0,1,Personal Auto,Personal L3,Offer1,Agent,667.2,Sports Car,1,2,0
KV17233,Arizona,2434.004911,No,0,Bachelor,,F,23033,1,Married,62,5,9,0,1,Personal Auto,Personal L3,Offer3,Web,500.908028,Two-Door Car,0,2,6
OD75777,Oregon,5586.965345,No,0,College,,F,19280,1,Married,72,4,39,0,6,Personal Auto,Personal L3,Offer1,Branch,345.6,Four-Door Car,1,1,6
YO14199,Oregon,2609.877842,No,0,High School or Below,,M,30825,1,Single,68,15,21,0,1,Personal Auto,Personal L1,Offer3,Web,326.4,Four-Door Car,0,2,5
RR49534,Oregon,3265.156348,Yes,1,Bachelor,,F,25820,1,Divorced,82,10,69,0,1,Personal Auto,Personal L3,Offer1,Agent,393.6,Four-Door Car,1,1,2
JF38079,California,9080.604474,No,0,High School or Below,,M,69853,2,Married,114,15,42,2,3,Personal Auto,Personal L1,Offer1,Call Center,244.278662,SUV,1,2,0
GY64553,California,4637.034667,No,2,Bachelor,,M,97017,0,Married,115,33,60,1,1,Personal Auto,Personal L2,Offer3,Agent,534.079032,Two-Door Car,1,1,5
CT11176,California,2615.304467,No,0,Bachelor,,F,24914,2,Married,66,6,90,0,1,Personal Auto,Personal L3,Offer2,Web,138.729702,Four-Door Car,1,2,1
WU95334,California,7019.177186,Yes,0,College,,M,26806,1,Married,63,32,19,0,2,Personal Auto,Personal L3,Offer1,Agent,302.4,Four-Door Car,1,1,6
BK43823,Oregon,12052.98409,No,2,High School or Below,,F,25419,1,Married,101,13,18,0,2,Personal Auto,Personal L2,Offer2,Call Center,584.567645,Four-Door Car,1,1,0
LK90215,Oregon,2647.519741,Yes,0,College,,M,37876,0,Single,69,13,15,0,1,Personal Auto,Personal L3,Offer2,Agent,300.056383,Four-Door Car,1,2,6
MY89889,Nevada,5039.389325,No,0,Bachelor,,F,0,1,Single,74,3,10,0,4,Personal Auto,Personal L3,Offer3,Call Center,355.2,Four-Door Car,2,1,4
CY33307,California,5583.830065,No,0,College,,F,32403,2,Married,71,31,47,0,9,Corporate Auto,Corporate L2,Offer1,Agent,97.410282,Four-Door Car,1,1,3
BC51708,California,5074.841142,No,0,High School or Below,,M,51659,1,Married,64,19,37,0,3,Personal Auto,Personal L2,Offer2,Agent,307.2,Four-Door Car,1,2,6
JX78176,California,12045.67286,No,1,Bachelor,,F,55805,0,Married,99,16,30,0,2,Personal Auto,Personal L3,Offer1,Branch,425.527151,Four-Door Car,1,2,1
GP20237,Nevada,2727.082424,No,0,Bachelor,,F,29286,1,Married,69,5,20,1,1,Personal Auto,Personal L3,Offer2,Call Center,496.8,Four-Door Car,0,2,6
GN18675,California,5080.23973,No,0,Bachelor,,M,70784,2,Married,64,0,93,0,7,Special Auto,Special L3,Offer2,Branch,107.928851,Four-Door Car,1,2,1
EQ75249,Arizona,5838.133617,No,0,College,,F,55419,2,Married,72,31,45,0,9,Personal Auto,Personal L2,Offer1,Web,171.166733,Four-Door Car,1,2,3
OZ47099,Arizona,2676.948677,No,0,Master,,M,0,1,Married,71,17,6,0,1,Corporate Auto,Corporate L3,Offer4,Branch,340.8,Four-Door Car,1,1,0
RB16360,Oregon,5330.593183,No,1,High School or Below,,M,84240,1,Divorced,132,10,51,0,1,Personal Auto,Personal L3,Offer3,Branch,633.6,SUV,2,2,2
JK26373,California,6305.925101,No,0,High School or Below,,M,0,1,Single,65,3,91,2,2,Personal Auto,Personal L1,Offer1,Web,468.0,Two-Door Car,0,1,0
GM88979,Oregon,4746.759537,No,2,College,,F,54050,1,Married,119,5,15,0,1,Personal Auto,Personal L2,Offer3,Call Center,571.2,Two-Door Car,2,1,6
XM57550,Washington,3423.973171,No,1,College,,F,29958,1,Married,90,8,77,0,1,Personal Auto,Personal L3,Offer4,Branch,432.0,Four-Door Car,1,2,3
SD94067,California,6610.048274,No,1,Master,,F,23616,0,Married,83,8,68,0,7,Special Auto,Special L2,Offer3,Web,229.620398,Two-Door Car,1,1,3
OY96856,Oregon,8044.872393,Yes,0,Bachelor,,M,71391,0,Married,67,29,39,0,2,Personal Auto,Personal L3,Offer2,Agent,284.000172,Four-Door Car,1,2,5
FL76894,Washington,4314.174392,No,0,High School or Below,,M,33488,0,Married,110,7,61,0,1,Personal Auto,Personal L1,Offer2,Branch,316.876671,SUV,1,2,1
XH72278,Arizona,6715.294284,No,1,High School or Below,,M,0,1,Married,92,4,64,0,9,Personal Auto,Personal L3,Offer2,Web,441.6,Two-Door Car,1,2,5
LU18867,Oregon,6620.444259,No,1,High School or Below,,M,25075,1,Single,86,0,25,0,3,Personal Auto,Personal L3,Offer4,Agent,412.8,Four-Door Car,1,2,5
CZ25193,Arizona,4078.290374,No,2,Bachelor,,M,57031,2,Married,104,16,10,1,1,Personal Auto,Personal L1,Offer1,Agent,13.810251,Four-Door Car,1,2,0
VE87035,Oregon,8382.478392,Yes,0,Bachelor,,M,25998,1,Married,71,16,38,0,2,Personal Auto,Personal L3,Offer2,Call Center,791.878042,Four-Door Car,1,1,3
VY27019,Oregon,4807.002259,No,0,College,,F,0,1,Single,69,4,69,0,9,Personal Auto,Personal L2,Offer1,Agent,496.8,Four-Door Car,1,1,5
GP22382,Oregon,4858.116042,No,1,College,,F,21685,1,Single,127,0,70,0,1,Corporate Auto,Corporate L3,Offer2,Web,609.6,Sports Car,2,1,5
FG15154,California,7240.662339,No,1,Bachelor,,M,32818,1,Married,93,17,39,0,8,Personal Auto,Personal L1,Offer2,Call Center,446.4,Four-Door Car,1,1,6
NK34682,Oregon,2736.53263,No,0,Bachelor,,M,39492,1,Married,68,12,9,0,1,Corporate Auto,Corporate L3,Offer1,Agent,326.4,Four-Door Car,1,2,6
TY86306,California,2336.286633,No,0,College,,F,21564,2,Married,61,11,61,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,49.014822,Two-Door Car,2,2,2
CN19138,Arizona,2254.931708,No,0,Bachelor,,F,0,1,Single,65,0,51,0,1,Corporate Auto,Corporate L3,Offer3,Agent,312.0,Four-Door Car,2,1,0
LO14518,California,6376.754915,No,1,Bachelor,,M,27835,1,Divorced,81,18,46,0,3,Personal Auto,Personal L1,Offer1,Branch,529.45565,Two-Door Car,1,2,1
No73257,Nevada,2941.828805,No,0,Bachelor,,F,64431,2,Divorced,74,19,49,0,1,Personal Auto,Personal L2,Offer2,Branch,48.181699,Four-Door Car,1,1,5
RE80124,Arizona,6199.962422,No,1,College,,F,0,1,Single,84,31,61,0,3,Personal Auto,Personal L3,Offer1,Agent,604.8,Two-Door Car,0,1,2
WU50951,Washington,6846.150323,Yes,1,Bachelor,,F,0,1,Divorced,95,13,20,0,5,Personal Auto,Personal L2,Offer1,Call Center,456.0,Two-Door Car,2,1,3
XF92956,Oregon,2448.859093,No,0,High School or Below,,M,0,1,Single,68,35,52,0,1,Personal Auto,Personal L2,Offer3,Branch,489.6,Four-Door Car,1,1,5
ZP64637,Arizona,3857.770745,No,0,High School or Below,,M,0,1,Single,110,20,62,0,1,Corporate Auto,Corporate L3,Offer1,Web,792.0,Sports Car,1,1,5
JG74360,Arizona,4558.972934,No,0,College,,M,37709,1,Married,116,19,39,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,556.8,SUV,1,2,2
KT26739,Nevada,3554.845264,Yes,1,Master,,F,58557,2,Married,88,4,83,0,1,Personal Auto,Personal L2,Offer1,Branch,55.510526,Four-Door Car,2,1,0
YU15037,Arizona,4671.416683,No,0,High School or Below,,F,0,1,Single,66,7,66,0,9,Personal Auto,Personal L3,Offer2,Call Center,475.2,Four-Door Car,1,1,4
YX91403,Arizona,2909.547713,No,0,High School or Below,,F,88944,2,Single,72,24,36,0,1,Personal Auto,Personal L3,Offer2,Branch,113.805875,Four-Door Car,1,2,0
KS46420,Washington,13411.31102,No,0,Master,,F,26140,2,Married,112,11,50,0,2,Personal Auto,Personal L3,Offer2,Agent,229.70752,SUV,1,2,6
TW11712,Arizona,4574.924641,No,0,Master,,M,32906,1,Single,115,18,17,0,1,Personal Auto,Personal L3,Offer1,Branch,552.0,SUV,1,1,5
XY36764,California,2771.045031,Yes,0,College,,F,50071,2,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,1,1,1
LQ16286,Oregon,8038.949652,No,2,College,,M,71982,1,Single,103,29,37,0,4,Corporate Auto,Corporate L2,Offer3,Call Center,494.4,Four-Door Car,0,2,1
XE86547,Oregon,5143.647642,No,0,College,,M,58443,1,Married,65,24,71,0,6,Personal Auto,Personal L3,Offer3,Agent,312.0,Four-Door Car,0,1,0
QS83113,Oregon,5032.386371,No,0,Bachelor,,M,30735,1,Married,63,4,43,0,7,Personal Auto,Personal L3,Offer1,Agent,307.080113,Two-Door Car,0,1,0
VQ47100,Washington,4894.986713,No,0,High School or Below,,F,67436,1,Married,61,6,28,0,4,Personal Auto,Personal L2,Offer2,Web,292.8,Four-Door Car,1,1,4
BE17305,Nevada,3193.459822,No,1,Master,,M,52653,0,Single,81,19,42,0,1,Personal Auto,Personal L2,Offer2,Branch,230.300308,Two-Door Car,1,2,4
KZ11847,California,5096.673223,Yes,0,Master,,F,22886,1,Divorced,65,9,81,0,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,0,1,4
EX73249,Arizona,7706.956035,No,0,College,,F,0,1,Single,73,3,33,0,2,Personal Auto,Personal L1,Offer1,Branch,350.4,Four-Door Car,1,2,5
JS19054,Oregon,3339.299496,No,1,Bachelor,,F,38821,1,Single,87,14,64,0,1,Personal Auto,Personal L3,Offer1,Agent,488.84232,Two-Door Car,0,1,6
YH94097,Washington,9575.357152,No,1,College,,M,0,1,Married,134,13,11,0,6,Personal Auto,Personal L2,Offer3,Agent,643.2,SUV,1,2,5
UQ19505,Oregon,3557.196138,No,1,College,,F,39075,2,Married,89,22,50,0,1,Personal Auto,Personal L2,Offer1,Call Center,142.415244,Two-Door Car,1,1,1
YI95574,Arizona,3587.359906,No,1,High School or Below,,M,16049,1,Married,93,3,8,0,1,Personal Auto,Personal L2,Offer2,Call Center,446.4,Four-Door Car,2,2,4
JQ84105,Oregon,2360.601748,No,0,High School or Below,,F,0,1,Single,65,14,5,0,1,Corporate Auto,Corporate L3,Offer1,Web,468.0,Four-Door Car,0,1,4
NU61528,Washington,3023.887488,No,1,Doctor,,M,28383,0,Single,81,11,20,0,1,Personal Auto,Personal L2,Offer1,Branch,258.109435,Four-Door Car,1,1,0
XX32359,California,5325.724541,Yes,0,High School or Below,,M,0,1,Married,73,17,44,0,7,Personal Auto,Personal L1,Offer2,Call Center,496.474767,Two-Door Car,1,2,0
LI60972,Arizona,5017.610845,No,0,College,,F,91804,1,Married,62,18,32,0,9,Special Auto,Special L3,Offer2,Agent,388.80286,Four-Door Car,2,2,2
HQ60388,Oregon,8625.836992,No,0,High School or Below,,F,50446,1,Married,74,28,50,4,2,Personal Auto,Personal L1,Offer4,Web,355.2,Four-Door Car,1,1,4
KE66309,California,8432.519368,No,0,College,,M,87728,0,Divorced,70,24,65,0,2,Personal Auto,Personal L3,Offer2,Web,201.589875,Four-Door Car,1,2,1
YT56442,California,2642.932059,No,0,College,,M,58729,2,Married,68,2,67,2,1,Corporate Auto,Corporate L3,Offer1,Web,94.845076,Four-Door Car,1,1,3
VH51235,Arizona,3097.915845,No,1,Bachelor,,F,0,1,Single,89,16,59,0,1,Personal Auto,Personal L2,Offer3,Web,427.2,Four-Door Car,1,2,0
HW99293,Arizona,2869.743883,No,0,Bachelor,,M,21234,1,Married,73,8,23,0,1,Personal Auto,Personal L3,Offer2,Agent,378.333708,Four-Door Car,1,1,4
QR57598,Oregon,4927.068115,No,0,Bachelor,,M,0,1,Single,73,30,29,0,3,Personal Auto,Personal L1,Offer1,Agent,751.927019,Four-Door Car,0,2,3
FY27460,California,4285.575678,No,0,College,,M,47823,1,Married,108,26,71,0,1,Personal Auto,Personal L3,Offer2,Agent,518.4,Sports Car,1,1,5
YQ75801,Arizona,8874.551335,No,0,High School or Below,,F,84731,2,Married,110,11,32,1,7,Personal Auto,Personal L1,Offer1,Agent,226.738219,SUV,1,1,2
LP48634,California,2578.835541,No,0,High School or Below,,F,59974,2,Divorced,65,23,5,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,127.233139,Four-Door Car,1,2,5
EI32190,Arizona,6920.999642,No,1,Doctor,,M,67534,2,Married,87,2,55,2,5,Personal Auto,Personal L1,Offer1,Agent,104.905661,Four-Door Car,0,1,3
WS68402,Oregon,2349.957291,No,0,Bachelor,,M,0,1,Single,70,21,5,0,1,Special Auto,Special L3,Offer4,Call Center,716.67276,Four-Door Car,2,2,4
ND43316,Oregon,4027.703503,No,0,High School or Below,,M,27782,1,Married,103,20,54,0,1,Personal Auto,Personal L3,Offer2,Agent,517.100887,SUV,0,2,3
HW94513,Nevada,8481.310791,No,0,High School or Below,,M,67197,0,Divorced,74,29,18,3,2,Personal Auto,Personal L3,Offer1,Branch,275.608537,Two-Door Car,1,1,6
ZS72533,Oregon,5191.446028,No,0,High School or Below,,M,86451,2,Single,65,0,99,0,3,Personal Auto,Personal L3,Offer1,Branch,7.793078,Two-Door Car,1,2,2
RZ97154,Arizona,3572.49065,No,1,Bachelor,,M,56768,1,Divorced,92,11,57,0,1,Personal Auto,Personal L3,Offer1,Agent,441.6,Two-Door Car,0,1,2
LK73198,Washington,4869.240839,No,0,High School or Below,,F,55593,2,Married,61,13,52,0,3,Personal Auto,Personal L1,Offer2,Call Center,9.050204,Four-Door Car,1,1,5
RS29507,Arizona,10395.70939,No,1,Bachelor,,F,0,0,Married,95,22,59,0,2,Personal Auto,Personal L3,Offer2,Agent,337.79769,Four-Door Car,1,2,3
XJ39660,Oregon,5297.918924,No,0,Bachelor,,F,66203,2,Married,66,15,38,0,8,Personal Auto,Personal L3,Offer2,Call Center,130.697268,Four-Door Car,1,2,2
PK47936,Washington,8750.710415,No,2,High School or Below,,F,25806,1,Married,110,20,43,0,5,Personal Auto,Personal L3,Offer4,Call Center,528.0,Four-Door Car,1,1,2
OU40102,Oregon,6503.397049,Yes,1,High School or Below,,F,22081,1,Married,84,1,9,0,6,Special Auto,Special L1,Offer1,Agent,451.670309,Two-Door Car,0,2,5
RC67125,Arizona,10110.96161,No,1,College,,F,96506,0,Married,124,4,22,0,3,Corporate Auto,Corporate L3,Offer3,Agent,504.513989,SUV,1,1,5
NK53902,Oregon,6459.640843,No,1,High School or Below,,M,23235,1,Married,82,32,46,0,3,Personal Auto,Personal L3,Offer2,Call Center,483.482031,Four-Door Car,2,1,3
RH70599,Arizona,2769.252177,No,0,Bachelor,,M,40506,2,Married,70,14,98,0,1,Personal Auto,Personal L1,Offer2,Call Center,113.724707,Four-Door Car,1,2,1
RR64429,California,6778.84457,No,1,High School or Below,,M,0,1,Single,96,2,84,0,9,Personal Auto,Personal L3,Offer2,Agent,460.8,Four-Door Car,0,2,4
IW99237,Oregon,4492.518464,No,0,Bachelor,,M,0,1,Single,65,8,81,0,3,Personal Auto,Personal L2,Offer1,Branch,312.0,Two-Door Car,1,2,5
PZ94965,California,5733.213979,No,0,High School or Below,,F,79955,2,Married,71,10,5,0,6,Personal Auto,Personal L3,Offer1,Agent,142.932303,Four-Door Car,2,2,4
PV77228,Arizona,3230.576665,Yes,1,College,,M,62873,0,Divorced,81,0,41,0,1,Corporate Auto,Corporate L1,Offer2,Call Center,207.75186,Four-Door Car,1,1,2
EX63393,California,6314.492009,No,1,Master,,F,66947,1,Married,78,13,12,0,6,Personal Auto,Personal L1,Offer3,Agent,374.4,Four-Door Car,0,2,6
QV26574,Washington,6013.73829,No,1,College,,M,25646,0,Married,83,14,92,1,3,Personal Auto,Personal L2,Offer4,Call Center,377.917394,Four-Door Car,1,1,0
ZL29593,Arizona,2180.084066,No,0,College,,F,0,1,Single,64,14,96,0,1,Personal Auto,Personal L2,Offer2,Agent,460.8,Four-Door Car,1,2,2
FD45309,Oregon,5568.947534,Yes,1,High School or Below,,M,0,1,Single,79,21,53,1,7,Personal Auto,Personal L2,Offer1,Agent,407.440238,Two-Door Car,1,1,5
CX58204,Nevada,8079.833042,No,0,High School or Below,,F,13050,1,Married,102,1,77,0,6,Personal Auto,Personal L1,Offer1,Agent,734.4,SUV,1,2,2
TE35954,Arizona,2674.730716,Yes,0,College,,M,56342,1,Single,69,12,89,0,1,Personal Auto,Personal L2,Offer2,Call Center,331.2,Four-Door Car,0,2,1
XO70106,Oregon,12421.86213,No,0,Bachelor,,M,58781,0,Divorced,106,31,37,0,2,Personal Auto,Personal L2,Offer1,Agent,502.46107,SUV,0,1,4
OW20992,California,2311.118403,No,0,High School or Below,,M,0,1,Single,68,0,45,0,1,Personal Auto,Personal L2,Offer2,Web,489.6,Four-Door Car,1,1,1
JV44724,Arizona,10255.80275,No,0,Bachelor,,M,0,1,Single,102,17,77,0,2,Personal Auto,Personal L3,Offer1,Agent,734.4,Sports Car,1,1,6
NA82031,Washington,2962.982516,No,0,College,,F,71809,2,Divorced,74,14,3,0,1,Corporate Auto,Corporate L3,Offer3,Agent,78.248458,Four-Door Car,1,2,5
YH86106,Arizona,5764.862315,No,0,Bachelor,,M,40238,1,Married,73,17,88,1,9,Personal Auto,Personal L3,Offer1,Branch,350.4,Four-Door Car,1,2,4
DI82448,California,4700.421406,No,0,Bachelor,,M,0,1,Single,70,2,33,0,9,Personal Auto,Personal L3,Offer1,Call Center,504.0,Four-Door Car,1,1,1
HL97125,Nevada,4669.22664,Yes,2,High School or Below,,F,76157,1,Married,116,15,80,0,1,Personal Auto,Personal L1,Offer2,Call Center,556.8,Two-Door Car,0,2,0
NB18234,Nevada,5384.015304,No,0,College,,F,30514,2,Single,72,3,87,2,6,Personal Auto,Personal L3,Offer1,Web,154.049617,Four-Door Car,1,2,4
KH53118,California,7505.768149,No,0,Bachelor,,F,44485,2,Married,62,5,74,0,2,Special Auto,Special L3,Offer1,Agent,79.893853,Four-Door Car,1,2,5
UX94928,Arizona,10551.1476,No,0,High School or Below,,M,50941,1,Single,69,17,46,0,2,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,0,2,0
CE11308,Washington,3575.04124,No,1,College,,M,30244,0,Married,92,11,72,0,1,Personal Auto,Personal L2,Offer4,Call Center,383.110633,Four-Door Car,1,1,5
DC46685,California,11638.89947,Yes,0,College,,F,25370,1,Married,102,10,77,0,2,Corporate Auto,Corporate L3,Offer1,Branch,489.6,Sports Car,2,1,2
LM69036,Oregon,14050.17358,No,0,Master,,M,0,1,Married,73,8,71,1,2,Corporate Auto,Corporate L1,Offer3,Branch,350.4,Four-Door Car,0,1,0
MM83308,Arizona,2379.825871,No,0,High School or Below,,M,69202,1,Single,61,33,12,0,1,Personal Auto,Personal L2,Offer2,Web,292.8,Two-Door Car,0,2,0
GL33494,Oregon,5460.373249,No,0,Master,,F,31530,1,Married,69,24,47,1,3,Personal Auto,Personal L3,Offer1,Branch,331.2,Two-Door Car,1,2,1
BH61054,California,6269.592055,No,1,College,,F,61040,1,Married,78,21,9,0,9,Personal Auto,Personal L3,Offer2,Web,391.942636,Two-Door Car,1,1,0
OJ77448,Arizona,8709.847614,No,0,Bachelor,,F,85185,2,Married,107,26,91,0,5,Corporate Auto,Corporate L3,Offer1,Agent,166.502804,SUV,0,2,1
IN10489,Nevada,5024.777578,No,0,Master,,F,78772,2,Married,62,9,47,0,8,Personal Auto,Personal L3,Offer2,Branch,86.274545,Four-Door Car,0,2,2
FY32647,California,12515.18061,No,0,College,,M,0,1,Single,63,35,15,0,2,Special Auto,Special L3,Offer4,Branch,577.57549,Two-Door Car,1,1,6
RB79317,Arizona,3059.056323,No,1,Bachelor,,F,0,2,Married,83,29,52,0,1,Personal Auto,Personal L2,Offer3,Agent,197.498882,Two-Door Car,1,1,6
ZL82075,Nevada,5479.555081,Yes,0,Master,,M,56005,1,Married,68,31,30,1,3,Corporate Auto,Corporate L1,Offer1,Branch,326.4,Four-Door Car,0,1,3
DV24592,Oregon,2472.469209,Yes,0,College,,F,63860,0,Married,62,26,81,0,1,Personal Auto,Personal L3,Offer2,Agent,208.598246,Four-Door Car,1,1,3
AD71478,Arizona,3430.316936,No,1,High School or Below,,M,54339,2,Married,86,10,52,0,1,Personal Auto,Personal L3,Offer4,Agent,10.478305,Four-Door Car,2,2,3
SE15781,California,2396.219292,Yes,0,Bachelor,,F,0,1,Married,66,6,71,2,1,Corporate Auto,Corporate L1,Offer2,Call Center,433.160284,Four-Door Car,2,1,0
YG71375,Nevada,5964.345179,No,0,College,,F,98078,1,Married,73,5,79,0,6,Personal Auto,Personal L1,Offer1,Agent,418.689402,Four-Door Car,2,1,4
KH95802,Arizona,2605.599527,No,0,College,,M,20592,0,Single,71,15,81,1,1,Personal Auto,Personal L3,Offer4,Branch,195.153339,Two-Door Car,1,2,0
FW16824,Oregon,4758.19231,No,0,High School or Below,,M,72805,1,Married,62,13,34,4,3,Corporate Auto,Corporate L3,Offer2,Branch,365.466805,Four-Door Car,1,1,5
FK17363,Washington,5154.051492,No,1,High School or Below,,F,55645,1,Divorced,129,23,33,0,1,Personal Auto,Personal L1,Offer1,Call Center,619.2,SUV,1,2,2
DK66277,California,2805.176489,No,0,High School or Below,,M,98859,1,Divorced,70,3,57,0,1,Personal Auto,Personal L1,Offer4,Web,504.0,Four-Door Car,0,1,4
FX67699,Oregon,4250.282624,Yes,0,High School or Below,,F,0,1,Single,61,17,1,1,7,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Four-Door Car,0,1,1
LC92080,Oregon,7247.736708,No,0,College,,M,23541,2,Married,62,12,38,0,2,Personal Auto,Personal L3,Offer2,Agent,98.923871,Two-Door Car,1,1,5
CQ57225,California,5008.789971,No,0,Bachelor,,M,0,1,Single,73,4,0,0,8,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Two-Door Car,1,1,6
AM53473,Arizona,5821.787383,No,0,Bachelor,,F,60087,1,Single,74,21,23,0,3,Special Auto,Special L3,Offer1,Agent,355.2,Four-Door Car,0,2,6
IS45756,Arizona,4756.913057,No,1,College,,F,48938,1,Divorced,121,23,20,0,1,Personal Auto,Personal L2,Offer1,Call Center,580.8,SUV,2,1,4
QA71190,California,8083.917906,No,2,Bachelor,,F,31506,1,Married,102,23,50,0,8,Personal Auto,Personal L1,Offer1,Web,601.074585,Four-Door Car,0,2,4
JO35068,Nevada,2538.62632,Yes,0,Bachelor,,M,18608,1,Divorced,71,13,24,0,1,Personal Auto,Personal L2,Offer2,Web,340.8,Four-Door Car,1,2,3
EC71857,Washington,2432.958093,No,0,Doctor,,F,28519,2,Married,61,9,94,0,1,Personal Auto,Personal L2,Offer2,Agent,111.865326,Four-Door Car,1,1,5
LB19360,Nevada,4170.687348,Yes,0,Master,,F,29462,1,Single,107,28,23,1,1,Personal Auto,Personal L1,Offer2,Branch,513.6,SUV,2,1,0
RM70340,Oregon,2489.662064,No,0,High School or Below,,M,0,1,Single,74,3,64,0,1,Corporate Auto,Corporate L3,Offer2,Branch,532.8,Four-Door Car,0,2,0
YL34043,Nevada,3758.950734,No,1,Bachelor,,F,58300,2,Married,94,25,55,0,1,Personal Auto,Personal L3,Offer1,Branch,24.04838,Four-Door Car,1,1,4
FV83989,Arizona,2453.570794,Yes,0,Bachelor,,M,29735,1,Single,69,3,92,0,1,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,1,2,2
WO80705,Arizona,2855.925747,No,0,Bachelor,,F,50738,1,Divorced,71,11,48,0,1,Personal Auto,Personal L1,Offer3,Agent,344.470631,Four-Door Car,2,2,0
CT51200,Oregon,5771.610372,No,0,High School or Below,,F,65709,2,Divorced,72,33,77,0,3,Corporate Auto,Corporate L3,Offer1,Web,12.945127,Four-Door Car,1,2,3
IX65163,California,8098.51111,No,1,College,,M,0,1,Single,123,22,25,0,6,Personal Auto,Personal L3,Offer1,Call Center,885.6,SUV,1,1,4
AP32891,Arizona,3432.961074,No,1,High School or Below,,M,0,1,Married,95,16,28,0,1,Personal Auto,Personal L2,Offer4,Agent,456.0,Four-Door Car,1,1,2
AY29281,Arizona,9408.343519,No,1,Bachelor,,F,0,1,Single,85,11,27,0,2,Corporate Auto,Corporate L2,Offer1,Agent,408.0,Four-Door Car,1,1,0
UK18731,California,5595.971365,No,0,Bachelor,,F,19651,1,Married,72,3,68,0,5,Personal Auto,Personal L1,Offer2,Web,345.6,Two-Door Car,0,1,3
JT32550,Washington,7260.833833,No,0,High School or Below,,M,0,1,Single,72,18,25,0,2,Personal Auto,Personal L2,Offer4,Web,744.026708,Four-Door Car,0,1,6
MT91823,Arizona,13438.04189,No,0,College,,F,69693,1,Married,112,34,62,1,2,Special Auto,Special L2,Offer1,Branch,537.6,Sports Car,0,1,4
QF13998,California,2357.801509,No,0,College,,F,0,0,Married,65,5,59,1,1,Personal Auto,Personal L3,Offer2,Web,294.502382,Four-Door Car,1,2,4
BC35753,Arizona,2671.295549,No,0,College,,F,45525,1,Married,66,1,41,0,1,Personal Auto,Personal L2,Offer4,Agent,316.8,Two-Door Car,0,1,1
LX74249,Oregon,2938.814981,No,0,Bachelor,,F,96765,0,Married,72,28,61,0,1,Personal Auto,Personal L3,Offer3,Call Center,216.01091,Two-Door Car,1,2,0
VX43756,Oregon,4911.002585,No,0,College,,M,32903,2,Married,64,4,41,3,3,Personal Auto,Personal L3,Offer3,Web,98.33116,Four-Door Car,1,1,3
JZ61928,California,5498.940679,Yes,0,College,,M,22520,1,Married,73,17,64,0,3,Corporate Auto,Corporate L3,Offer1,Branch,350.4,Four-Door Car,1,2,5
DT59560,California,4757.242856,No,2,High School or Below,,F,67486,0,Married,118,3,26,0,1,Personal Auto,Personal L3,Offer3,Branch,529.493769,Two-Door Car,2,2,4
CI99444,Nevada,2926.886293,No,0,College,,F,92381,0,Married,72,24,27,0,1,Special Auto,Special L2,Offer2,Call Center,234.774747,Four-Door Car,1,2,1
JF25129,California,8509.850887,Yes,0,Master,,M,26057,1,Divorced,74,3,63,0,2,Personal Auto,Personal L2,Offer1,Call Center,523.888845,Four-Door Car,0,1,0
DJ27518,California,10089.79095,No,1,High School or Below,,F,63657,1,Single,128,1,26,0,7,Corporate Auto,Corporate L3,Offer4,Agent,614.4,Sports Car,1,1,5
DO95670,Arizona,5073.282126,Yes,1,Doctor,,M,57709,1,Married,125,10,26,0,1,Personal Auto,Personal L3,Offer2,Branch,600.0,SUV,1,1,6
